subset	split	aug_idx	im_path	pts_path	face_box_left	face_box_top	face_box_right	face_box_bottom
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_040.png	300w/300W/01_Indoor/indoor_040.pts	177.745865	150.743698	421.171417	450.573761
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_041.png	300w/300W/01_Indoor/indoor_041.pts	188.996735	149.753479	411.242889	449.664154
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_042.png	300w/300W/01_Indoor/indoor_042.pts	180.323013	150.162796	420.296997	450.162201
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_043.png	300w/300W/01_Indoor/indoor_043.pts	196.261444	149.697266	403.019653	449.690918
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_044.png	300w/300W/01_Indoor/indoor_044.pts	159.802460	149.803238	440.258240	449.939636
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_045.png	300w/300W/01_Indoor/indoor_045.pts	196.806885	149.058472	401.077087	448.728210
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_046.png	300w/300W/01_Indoor/indoor_046.pts	201.885895	150.073639	398.528412	450.185944
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_047.png	300w/300W/01_Indoor/indoor_047.pts	201.366806	150.280884	400.664642	450.605011
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_048.png	300w/300W/01_Indoor/indoor_048.pts	198.548676	149.415482	400.023315	449.192169
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_049.png	300w/300W/01_Indoor/indoor_049.pts	208.202087	149.410980	390.275146	449.093689
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_050.png	300w/300W/01_Indoor/indoor_050.pts	200.474701	150.137207	399.444641	450.162689
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_051.png	300w/300W/01_Indoor/indoor_051.pts	199.649414	150.012543	400.181427	450.068146
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_052.png	300w/300W/01_Indoor/indoor_052.pts	190.211304	150.194138	409.657471	450.162170
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_053.png	300w/300W/01_Indoor/indoor_053.pts	184.903946	149.951691	414.885071	449.973633
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_054.png	300w/300W/01_Indoor/indoor_054.pts	186.883926	150.140564	413.287689	450.212891
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_055.png	300w/300W/01_Indoor/indoor_055.pts	180.949234	149.818283	419.755829	450.034637
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_056.png	300w/300W/01_Indoor/indoor_056.pts	180.221832	149.545837	418.321960	449.668152
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_057.png	300w/300W/01_Indoor/indoor_057.pts	192.964691	150.206665	406.598969	450.133942
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_058.png	300w/300W/01_Indoor/indoor_058.pts	164.851379	149.938858	434.270935	449.975250
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_059.png	300w/300W/01_Indoor/indoor_059.pts	192.671570	149.907608	407.727844	449.973175
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_060.png	300w/300W/01_Indoor/indoor_060.pts	204.386520	150.046280	395.533142	450.127869
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_061.png	300w/300W/01_Indoor/indoor_061.pts	188.880798	149.558289	411.828979	449.572418
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_062.png	300w/300W/01_Indoor/indoor_062.pts	185.922165	149.063766	413.695618	448.586456
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_063.png	300w/300W/01_Indoor/indoor_063.pts	186.675217	149.747543	412.826508	449.847443
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_064.png	300w/300W/01_Indoor/indoor_064.pts	176.095963	149.709579	426.963745	450.124481
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_065.png	300w/300W/01_Indoor/indoor_065.pts	207.514465	150.473190	393.488129	450.667511
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_066.png	300w/300W/01_Indoor/indoor_066.pts	190.908279	149.685181	409.874420	449.808563
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_067.png	300w/300W/01_Indoor/indoor_067.pts	191.773422	150.316101	408.519226	450.235443
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_068.png	300w/300W/01_Indoor/indoor_068.pts	192.221542	150.237152	408.275665	450.207123
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_069.png	300w/300W/01_Indoor/indoor_069.pts	184.550659	149.986420	415.600525	449.973480
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_070.png	300w/300W/01_Indoor/indoor_070.pts	184.231155	150.232910	416.251892	450.291412
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_071.png	300w/300W/01_Indoor/indoor_071.pts	189.906448	149.962265	410.871857	449.959503
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_072.png	300w/300W/01_Indoor/indoor_072.pts	177.748734	150.029953	422.281036	450.074768
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_073.png	300w/300W/01_Indoor/indoor_073.pts	191.410095	149.817734	408.797394	449.687592
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_074.png	300w/300W/01_Indoor/indoor_074.pts	184.486877	149.770172	414.751587	449.595215
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_075.png	300w/300W/01_Indoor/indoor_075.pts	190.536163	149.711548	410.106171	449.793884
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_076.png	300w/300W/01_Indoor/indoor_076.pts	193.762634	149.813370	406.611908	449.780029
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_077.png	300w/300W/01_Indoor/indoor_077.pts	187.034088	150.139328	412.537781	450.165314
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_078.png	300w/300W/01_Indoor/indoor_078.pts	195.722595	149.497955	403.197021	449.289856
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_079.png	300w/300W/01_Indoor/indoor_079.pts	198.598404	150.106033	401.402557	450.245880
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_080.png	300w/300W/01_Indoor/indoor_080.pts	181.628296	149.931000	417.410339	449.905884
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_081.png	300w/300W/01_Indoor/indoor_081.pts	188.819550	149.263016	411.669495	449.035400
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_082.png	300w/300W/01_Indoor/indoor_082.pts	183.568069	150.115402	416.712006	450.039612
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_083.png	300w/300W/01_Indoor/indoor_083.pts	188.335251	150.303818	411.260162	450.485779
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_084.png	300w/300W/01_Indoor/indoor_084.pts	198.826706	149.834930	400.575623	449.704254
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_085.png	300w/300W/01_Indoor/indoor_085.pts	201.040222	149.474579	399.735718	449.783264
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_086.png	300w/300W/01_Indoor/indoor_086.pts	194.159256	150.485229	404.831512	450.458405
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_087.png	300w/300W/01_Indoor/indoor_087.pts	185.517822	150.659531	413.166260	450.402191
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_088.png	300w/300W/01_Indoor/indoor_088.pts	191.751877	150.792252	408.226929	450.988831
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_089.png	300w/300W/01_Indoor/indoor_089.pts	199.879883	150.940948	399.430481	451.237640
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_090.png	300w/300W/01_Indoor/indoor_090.pts	194.698578	149.825699	405.185364	449.991913
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_091.png	300w/300W/01_Indoor/indoor_091.pts	225.305389	149.967209	374.797913	449.739746
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_092.png	300w/300W/01_Indoor/indoor_092.pts	185.482086	150.011765	415.050385	450.105133
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_093.png	300w/300W/01_Indoor/indoor_093.pts	196.276260	149.913437	404.412720	450.043243
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_094.png	300w/300W/01_Indoor/indoor_094.pts	189.612854	149.849625	410.803253	449.798279
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_095.png	300w/300W/01_Indoor/indoor_095.pts	190.071213	150.207153	410.207733	450.279419
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_096.png	300w/300W/01_Indoor/indoor_096.pts	201.670242	149.874161	398.989899	449.861481
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_097.png	300w/300W/01_Indoor/indoor_097.pts	173.368622	149.806290	426.587341	449.610291
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_098.png	300w/300W/01_Indoor/indoor_098.pts	169.274582	150.164627	429.980530	449.979340
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_099.png	300w/300W/01_Indoor/indoor_099.pts	187.924423	149.723312	411.857422	449.640869
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_100.png	300w/300W/01_Indoor/indoor_100.pts	189.578262	149.870087	410.219910	449.765808
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_101.png	300w/300W/01_Indoor/indoor_101.pts	183.715347	149.984924	415.736237	449.897522
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_102.png	300w/300W/01_Indoor/indoor_102.pts	182.939362	150.085449	413.690460	449.450409
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_103.png	300w/300W/01_Indoor/indoor_103.pts	187.348907	149.603516	412.137024	449.330536
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_104.png	300w/300W/01_Indoor/indoor_104.pts	199.007416	150.316620	400.466187	450.336334
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_105.png	300w/300W/01_Indoor/indoor_105.pts	179.989365	149.714615	419.227936	449.574127
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_106.png	300w/300W/01_Indoor/indoor_106.pts	184.719925	150.341873	416.235931	450.432404
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_107.png	300w/300W/01_Indoor/indoor_107.pts	190.243454	150.012543	409.906158	450.180847
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_108.png	300w/300W/01_Indoor/indoor_108.pts	151.678177	150.229660	447.359100	450.036621
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_109.png	300w/300W/01_Indoor/indoor_109.pts	189.543762	150.156967	410.318787	450.197296
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_110.png	300w/300W/01_Indoor/indoor_110.pts	178.526276	150.155487	421.168060	450.089813
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_111.png	300w/300W/01_Indoor/indoor_111.pts	167.864700	149.738892	430.161133	449.500610
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_112.png	300w/300W/01_Indoor/indoor_112.pts	169.584167	149.590454	431.567230	449.979614
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_113.png	300w/300W/01_Indoor/indoor_113.pts	177.598099	150.110107	421.762085	450.371246
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_114.png	300w/300W/01_Indoor/indoor_114.pts	191.761108	150.234055	407.927368	450.350281
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_115.png	300w/300W/01_Indoor/indoor_115.pts	201.801880	150.242065	397.799805	450.325287
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_116.png	300w/300W/01_Indoor/indoor_116.pts	185.716843	149.890854	414.417236	449.902802
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_117.png	300w/300W/01_Indoor/indoor_117.pts	176.297028	149.975952	423.432800	449.915100
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_118.png	300w/300W/01_Indoor/indoor_118.pts	170.447678	149.872986	430.077576	449.920013
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_119.png	300w/300W/01_Indoor/indoor_119.pts	187.424500	150.270203	412.002502	450.261353
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_120.png	300w/300W/01_Indoor/indoor_120.pts	188.982056	150.035950	410.835358	450.229095
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_121.png	300w/300W/01_Indoor/indoor_121.pts	199.923431	150.255768	400.482849	450.418579
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_122.png	300w/300W/01_Indoor/indoor_122.pts	192.990204	149.651489	406.732941	449.499023
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_123.png	300w/300W/01_Indoor/indoor_123.pts	186.319580	150.386887	414.341644	450.436798
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_124.png	300w/300W/01_Indoor/indoor_124.pts	188.313232	149.897980	410.867432	449.789612
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_125.png	300w/300W/01_Indoor/indoor_125.pts	196.348190	149.791351	403.846924	449.938782
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_126.png	300w/300W/01_Indoor/indoor_126.pts	195.132523	149.967667	404.178101	449.975586
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_127.png	300w/300W/01_Indoor/indoor_127.pts	222.224808	150.040802	377.794373	450.024445
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_128.png	300w/300W/01_Indoor/indoor_128.pts	197.035797	150.154495	403.003052	450.269409
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_129.png	300w/300W/01_Indoor/indoor_129.pts	198.614609	149.946304	401.409424	449.920319
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_130.png	300w/300W/01_Indoor/indoor_130.pts	186.942886	150.541092	412.352814	450.712402
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_131.png	300w/300W/01_Indoor/indoor_131.pts	174.914230	149.767273	424.938873	449.637085
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_132.png	300w/300W/01_Indoor/indoor_132.pts	181.168030	149.952789	418.543121	449.889435
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_133.png	300w/300W/01_Indoor/indoor_133.pts	183.186249	149.474564	418.274475	449.596252
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_134.png	300w/300W/01_Indoor/indoor_134.pts	180.966293	150.356659	419.227142	449.996796
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_135.png	300w/300W/01_Indoor/indoor_135.pts	170.568344	148.916595	428.600372	448.579041
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_136.png	300w/300W/01_Indoor/indoor_136.pts	191.284561	150.113403	408.474213	450.181641
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_137.png	300w/300W/01_Indoor/indoor_137.pts	190.802811	149.887268	408.934998	449.848633
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_138.png	300w/300W/01_Indoor/indoor_138.pts	186.642365	150.029678	413.883057	450.085358
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_139.png	300w/300W/01_Indoor/indoor_139.pts	188.464966	149.859558	411.441895	449.990997
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_140.png	300w/300W/01_Indoor/indoor_140.pts	184.993561	149.789154	415.978546	450.030243
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_141.png	300w/300W/01_Indoor/indoor_141.pts	184.166260	150.287476	415.552216	450.287750
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_142.png	300w/300W/01_Indoor/indoor_142.pts	184.072479	149.991501	416.313080	449.966187
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_143.png	300w/300W/01_Indoor/indoor_143.pts	185.506287	149.494812	412.481750	449.137726
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_144.png	300w/300W/01_Indoor/indoor_144.pts	184.612305	149.911301	415.530670	449.749573
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_145.png	300w/300W/01_Indoor/indoor_145.pts	196.662735	150.002029	402.995026	450.082886
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_146.png	300w/300W/01_Indoor/indoor_146.pts	169.743591	150.031464	431.420258	449.954254
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_147.png	300w/300W/01_Indoor/indoor_147.pts	165.228317	149.842880	434.704346	449.946228
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_148.png	300w/300W/01_Indoor/indoor_148.pts	180.189575	149.747864	420.233307	449.724182
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_149.png	300w/300W/01_Indoor/indoor_149.pts	184.962341	149.839874	412.595917	449.431702
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_150.png	300w/300W/01_Indoor/indoor_150.pts	194.415543	149.784515	405.575470	449.945190
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_151.png	300w/300W/01_Indoor/indoor_151.pts	192.018234	150.194458	408.357300	450.531677
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_152.png	300w/300W/01_Indoor/indoor_152.pts	175.098206	149.391602	425.640228	449.284393
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_153.png	300w/300W/01_Indoor/indoor_153.pts	183.791367	150.180588	415.024414	449.931213
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_154.png	300w/300W/01_Indoor/indoor_154.pts	195.435074	149.709900	404.798096	449.725098
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_155.png	300w/300W/01_Indoor/indoor_155.pts	185.788208	149.732986	415.029053	449.709656
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_156.png	300w/300W/01_Indoor/indoor_156.pts	195.585434	149.823441	403.684082	449.715118
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_157.png	300w/300W/01_Indoor/indoor_157.pts	176.027161	149.780273	421.941925	449.477020
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_158.png	300w/300W/01_Indoor/indoor_158.pts	169.801956	150.866882	431.589020	451.225647
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_159.png	300w/300W/01_Indoor/indoor_159.pts	166.079102	149.894089	435.332031	450.067780
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_160.png	300w/300W/01_Indoor/indoor_160.pts	180.721375	150.116501	418.194733	449.861450
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_161.png	300w/300W/01_Indoor/indoor_161.pts	170.493149	149.252167	429.688385	449.062622
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_162.png	300w/300W/01_Indoor/indoor_162.pts	177.535568	149.964798	422.195190	449.816956
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_163.png	300w/300W/01_Indoor/indoor_163.pts	192.782059	150.532761	406.368500	450.778442
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_164.png	300w/300W/01_Indoor/indoor_164.pts	172.858063	150.204956	427.368561	450.275848
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_165.png	300w/300W/01_Indoor/indoor_165.pts	195.831512	150.145889	405.054291	450.296875
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_166.png	300w/300W/01_Indoor/indoor_166.pts	203.698578	150.097229	396.498016	449.998596
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_167.png	300w/300W/01_Indoor/indoor_167.pts	186.865189	150.163391	412.435852	450.071014
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_168.png	300w/300W/01_Indoor/indoor_168.pts	184.229340	150.357025	415.804901	450.482513
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_169.png	300w/300W/01_Indoor/indoor_169.pts	199.375046	149.711990	400.230103	449.566101
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_170.png	300w/300W/01_Indoor/indoor_170.pts	190.376266	150.226685	409.017731	450.258545
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_171.png	300w/300W/01_Indoor/indoor_171.pts	177.682098	150.151428	421.553253	450.293610
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_172.png	300w/300W/01_Indoor/indoor_172.pts	184.100601	150.367432	415.531677	450.269836
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_173.png	300w/300W/01_Indoor/indoor_173.pts	190.972305	150.122864	407.385132	450.285492
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_174.png	300w/300W/01_Indoor/indoor_174.pts	184.539841	150.916290	414.775269	450.581665
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_175.png	300w/300W/01_Indoor/indoor_175.pts	184.131958	148.542862	415.592194	448.007202
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_176.png	300w/300W/01_Indoor/indoor_176.pts	184.224991	150.329514	418.025574	450.818298
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_177.png	300w/300W/01_Indoor/indoor_177.pts	191.714447	149.508499	411.034454	450.040741
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_178.png	300w/300W/01_Indoor/indoor_178.pts	183.784988	149.750137	415.740021	449.893127
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_179.png	300w/300W/01_Indoor/indoor_179.pts	167.391663	151.344040	431.436462	451.843903
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_180.png	300w/300W/01_Indoor/indoor_180.pts	205.202118	149.591827	395.224182	449.541626
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_181.png	300w/300W/01_Indoor/indoor_181.pts	191.554977	149.779892	409.334381	449.883881
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_182.png	300w/300W/01_Indoor/indoor_182.pts	190.466827	150.337341	409.937561	450.405060
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_183.png	300w/300W/01_Indoor/indoor_183.pts	189.213898	149.832550	410.912140	449.990814
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_184.png	300w/300W/01_Indoor/indoor_184.pts	203.120834	149.725845	396.781555	449.662811
300W	01_Indoor	0	300w/300W/01_Indoor/indoor_185.png	300w/300W/01_Indoor/indoor_185.pts	205.951721	149.625214	393.706116	449.585236
